1.808809489011764526e-02,-1.643577218055725098e-02,7.822204232215881348e-01,9.998168945312500000e-01,1.071363128721714020e-02,-1.457862742245197296e-02,4.128258209675550461e-03,7.566615194082260132e-02,7.144709676504135132e-02,2.196307778358459473e-01,2.125195860862731934e-01,-2.541442215442657471e-01,-7.230743765830993652e-02,1.579727828502655029e-01,-1.937458962202072144e-01,-4.115488529205322266e-01,1.203754693269729614e-01,-2.167659848928451538e-01,1.762963831424713135e-01,-2.296095527708530426e-02,-2.087224461138248444e-02,1.910993158817291260e-01,-3.604339808225631714e-02,2.332904785871505737e-01,-6.392061114311218262e-01,1.111296653747558594e+00,2.918373942375183105e-01,-5.143727362155914307e-02,1.821470707654953003e-01,-1.064618751406669617e-01,-2.551829814910888672e-01,7.232933044433593750e-01,1.115342140197753906e+00,-2.576245963573455811e-01,-2.934819459915161133e-02,-1.018235832452774048e-01
2.055693790316581726e-02,-1.234923582524061203e-02,7.815645337104797363e-01,9.998168945312500000e-01,1.173615735024213791e-02,-1.210625097155570984e-02,4.868444986641407013e-03,7.369733601808547974e-02,6.282892078161239624e-02,2.255343496799468994e-01,2.106321603059768677e-01,-2.613405883312225342e-01,-6.699697673320770264e-02,1.542077362537384033e-01,-2.057623118162155151e-01,-4.149515628814697266e-01,1.294006705284118652e-01,-2.209372520446777344e-01,1.856821179389953613e-01,-1.984827406704425812e-02,-1.804568246006965637e-02,1.874010115861892700e-01,-3.062412515282630920e-02,2.305893003940582275e-01,-6.304805278778076172e-01,1.100530743598937988e+00,2.968247830867767334e-01,-5.065153166651725769e-02,1.786023974418640137e-01,-1.048318743705749512e-01,-2.612040936946868896e-01,7.120545506477355957e-01,1.117610216140747070e+00,-2.494118064641952515e-01,-2.996758557856082916e-02,-1.026939749717712402e-01
2.472216077148914337e-02,-7.705284282565116882e-03,7.804632186889648438e-01,9.998168945312500000e-01,1.362859364598989487e-02,-9.710182435810565948e-03,6.369803566485643387e-03,7.643435150384902954e-02,4.972380027174949646e-02,2.296280562877655029e-01,2.019992023706436157e-01,-2.660163640975952148e-01,-6.177517771720886230e-02,1.431944072246551514e-01,-2.256566435098648071e-01,-4.165684282779693604e-01,1.578054279088973999e-01,-2.324040532112121582e-01,1.916939616203308105e-01,-1.855635829269886017e-02,-1.682331413030624390e-02,1.840078383684158325e-01,-2.359003201127052307e-02,2.279023230075836182e-01,-6.221590638160705566e-01,1.089981675148010254e+00,3.044824302196502686e-01,-5.220602825284004211e-02,1.743508577346801758e-01,-9.942860156297683716e-02,-2.673074305057525635e-01,6.946492791175842285e-01,1.120236635208129883e+00,-2.388236820697784424e-01,-3.005391918122768402e-02,-1.033207699656486511e-01
2.780793048441410065e-02,-2.750816522166132927e-03,7.790633440017700195e-01,9.996947646141052246e-01,1.836192794144153595e-02,-8.070548065006732941e-03,8.223182521760463715e-03,9.001217037439346313e-02,2.720038592815399170e-02,2.313715964555740356e-01,1.769339293241500854e-01,-2.630156278610229492e-01,-5.711751058697700500e-02,1.127549707889556885e-01,-2.618971168994903564e-01,-4.099743068218231201e-01,2.357453405857086182e-01,-2.651785016059875488e-01,1.926430314779281616e-01,-1.826362870633602142e-02,-2.422896772623062134e-02,1.819398999214172363e-01,-1.782647706568241119e-02,2.257637530565261841e-01,-6.169914007186889648e-01,1.086525678634643555e+00,3.119505345821380615e-01,-5.102725327014923096e-02,1.701322346925735474e-01,-9.087850898504257202e-02,-2.705446183681488037e-01,6.764567494392395020e-01,1.122213482856750488e+00,-2.282076776027679443e-01,-2.963720075786113739e-02,-1.029227152466773987e-01
3.158077597618103027e-02,2.295714570209383965e-03,7.772409319877624512e-01,9.995726943016052246e-01,2.514196932315826416e-02,-7.149890530854463577e-03,9.918636642396450043e-03,1.081008017063140869e-01,1.565504353493452072e-04,2.337951809167861938e-01,1.478387117385864258e-01,-2.581030726432800293e-01,-5.295915156602859497e-02,6.334231048822402954e-02,-3.093366026878356934e-01,-3.937622308731079102e-01,3.530324101448059082e-01,-3.058670461177825928e-01,1.850301325321197510e-01,-1.926237344741821289e-02,-3.929292783141136169e-02,1.821816265583038330e-01,-1.645805500447750092e-02,2.259796261787414551e-01,-6.154580116271972656e-01,1.088364601135253906e+00,3.134119212627410889e-01,-4.673376679420471191e-02,1.641699075698852539e-01,-8.158938586711883545e-02,-2.694320380687713623e-01,6.529731750488281250e-01,1.121215343475341797e+00,-2.203675806522369385e-01,-2.519439905881881714e-02,-1.036905348300933838e-01
3.597185760736465454e-02,7.070787250995635986e-03,7.756177783012390137e-01,9.994505643844604492e-01,3.045801818370819092e-02,-6.900764070451259613e-03,1.096183340996503830e-02,1.221516579389572144e-01,-2.009974047541618347e-02,2.339630424976348877e-01,1.328103840351104736e-01,-2.593058049678802490e-01,-5.129435658454895020e-02,-1.058826688677072525e-02,-3.558281958103179932e-01,-3.600527346134185791e-01,5.203443765640258789e-01,-3.443152606487274170e-01,1.559113264083862305e-01,-2.328565903007984161e-02,-5.555062741041183472e-02,1.869820356369018555e-01,-1.672916859388351440e-02,2.302832752466201782e-01,-6.162523627281188965e-01,1.095674395561218262e+00,3.110740780830383301e-01,-4.289992526173591614e-02,1.585398912429809570e-01,-6.893352419137954712e-02,-2.661824524402618408e-01,6.293356418609619141e-01,1.112608432769775391e+00,-2.199858725070953369e-01,-2.207760512828826904e-02,-1.016363054513931274e-01
4.056615009903907776e-02,1.090260222554206848e-02,7.745250463485717773e-01,9.993894696235656738e-01,3.201722726225852966e-02,-6.840113550424575806e-03,1.053499616682529449e-02,1.327966898679733276e-01,-2.993050031363964081e-02,2.354038655757904053e-01,1.272267252206802368e-01,-2.647597789764404297e-01,-5.119320750236511230e-02,-1.036535948514938354e-01,-3.891668021678924561e-01,-3.197190165519714355e-01,7.127028107643127441e-01,-3.694784939289093018e-01,1.025550067424774170e-01,-2.978320233523845673e-02,-6.631127744913101196e-02,1.939544975757598877e-01,-2.029190585017204285e-02,2.384631782770156860e-01,-6.183584332466125488e-01,1.102441430091857910e+00,3.068925142288208008e-01,-4.088962078094482422e-02,1.548556983470916748e-01,-5.851692706346511841e-02,-2.591462135314941406e-01,6.101558804512023926e-01,1.100893855094909668e+00,-2.218857407569885254e-01,-2.186507731676101685e-02,-1.021928414702415466e-01
4.673164710402488708e-02,1.447081752121448517e-02,7.736489772796630859e-01,9.995115995407104492e-01,2.996000647544860840e-02,-6.362207699567079544e-03,8.655960671603679657e-03,1.423610895872116089e-01,-2.963933162391185760e-02,2.399825602769851685e-01,1.250440031290054321e-01,-2.709143757820129395e-01,-4.951222985982894897e-02,-1.993648111820220947e-01,-3.976432681083679199e-01,-2.823061645030975342e-01,8.801364302635192871e-01,-3.834988474845886230e-01,3.954983130097389221e-02,-3.871475532650947571e-02,-7.067523896694183350e-02,2.016280144453048706e-01,-2.159788645803928375e-02,2.490050047636032104e-01,-6.213270425796508789e-01,1.109882593154907227e+00,3.058979511260986328e-01,-3.755016997456550598e-02,1.555696576833724976e-01,-4.798780009150505066e-02,-2.516963481903076172e-01,5.947849750518798828e-01,1.091924667358398438e+00,-2.255999892950057983e-01,-2.602335065603256226e-02,-1.034381985664367676e-01
5.481817573308944702e-02,1.747592724859714508e-02,7.730732560157775879e-01,9.996337294578552246e-01,2.501831948757171631e-02,-5.125015508383512497e-03,6.115292198956012726e-03,1.536102294921875000e-01,-2.242163196206092834e-02,2.453523278236389160e-01,1.239646822214126587e-01,-2.797661125659942627e-01,-4.700253903865814209e-02,-2.765025198459625244e-01,-3.652800321578979492e-01,-2.432259172201156616e-01,9.594204425811767578e-01,-3.827593624591827393e-01,2.811324782669544220e-02,-4.875383526086807251e-02,-6.933917105197906494e-02,2.069500386714935303e-01,-2.003167755901813507e-02,2.602056860923767090e-01,-6.225292086601257324e-01,1.115447282791137695e+00,3.070648014545440674e-01,-3.356534242630004883e-02,1.605712622404098511e-01,-3.579511865973472595e-02,-2.439009100198745728e-01,5.794675946235656738e-01,1.091691970825195312e+00,-2.265906333923339844e-01,-3.008975647389888763e-02,-1.032939553260803223e-01
6.282062828540802002e-02,1.961565203964710236e-02,7.726029157638549805e-01,9.998779296875000000e-01,1.832041330635547638e-02,-2.456964924931526184e-03,2.700181677937507629e-03,1.627353727817535400e-01,-1.112435292452573776e-02,2.517759799957275391e-01,1.247695013880729675e-01,-2.918346226215362549e-01,-4.618941619992256165e-02,-3.386330604553222656e-01,-3.177604377269744873e-01,-2.240264415740966797e-01,9.490797519683837891e-01,-3.601147234439849854e-01,3.972905501723289490e-02,-5.852609500288963318e-02,-6.322198361158370972e-02,2.115105688571929932e-01,-1.687184534966945648e-02,2.699308693408966064e-01,-6.148580312728881836e-01,1.117153406143188477e+00,3.083330392837524414e-01,-2.829305455088615417e-02,1.672251671552658081e-01,-2.406676299870014191e-02,-2.358881533145904541e-01,5.603136420249938965e-01,1.097958207130432129e+00,-2.240288108587265015e-01,-3.497853875160217285e-02,-9.954468160867691040e-02
